meting_nummer,tijd_unix_ms,testwaarde,echo_waarde,verschil,round_trip_seconden
167,1744280245582,167,167,0,0.01576852798461914
168,1744280245814,168,168,0,0.014041662216186523
169,1744280246042,169,169,0,0.013936996459960938
170,1744280246270,170,170,0,0.016396045684814453
171,1744280246503,171,171,0,0.01637411117553711
172,1744280246736,172,172,0,0.013329744338989258
173,1744280246963,173,173,0,0.016407012939453125
174,1744280247197,174,174,0,0.013212919235229492
175,1744280247429,175,175,0,0.00328826904296875
176,1744280247642,176,176,0,0.013125896453857422
177,1744280247869,177,177,0,0.013460159301757812
178,1744280248100,178,178,0,0.016821622848510742
179,1744280248337,179,179,0,0.016747236251831055
180,1744280248570,180,180,0,0.004228353500366211
181,1744280248801,181,181,0,0.013068437576293945
182,1744280249024,182,182,0,0.015268087387084961
183,1744280249252,183,183,0,0.013188362121582031
184,1744280249486,184,184,0,0.013427019119262695
185,1744280249712,185,185,0,0.02756953239440918
186,1744280249958,186,186,0,0.017251014709472656
187,1744280250190,187,187,0,0.013972759246826172
188,1744280250420,188,188,0,0.01325225830078125
189,1744280250647,189,189,0,0.022368192672729492
190,1744280250885,190,190,0,0.010653018951416016
191,1744280251110,191,191,0,0.013324737548828125
192,1744280251335,192,192,0,0.018830299377441406
193,1744280251568,193,193,0,0.012644767761230469
194,1744280251799,194,194,0,0.013485908508300781
195,1744280252027,195,195,0,0.015367507934570312
196,1744280252256,196,196,0,0.016602516174316406
197,1744280252487,197,197,0,0.014505147933959961
198,1744280252717,198,198,0,0.013269424438476562
199,1744280252944,199,199,0,0.022031545639038086
200,1744280253179,200,200,0,0.013454198837280273
201,1744280253408,201,201,0,0.012976646423339844
202,1744280253636,202,202,0,0.018109560012817383
203,1744280253870,203,203,0,0.014019250869750977
204,1744280254096,204,204,0,0.013470172882080078
205,1744280254329,205,205,0,0.012990474700927734
206,1744280254557,206,206,0,0.014417409896850586
207,1744280254785,207,207,0,0.013262271881103516
208,1744280255015,208,208,0,0.013239383697509766
209,1744280255242,209,209,0,0.017426729202270508
210,1744280255475,210,210,0,0.015218496322631836
211,1744280255711,211,211,0,0.013375997543334961
212,1744280255939,212,212,0,0.013302087783813477
213,1744280256167,213,213,0,0.016028642654418945
214,1744280256403,214,214,0,0.015403509140014648
215,1744280256636,215,215,0,0.01321268081665039
216,1744280256862,216,216,0,0.017285823822021484
