Sample,X(ms) [11.04.2025 14:26:22 918 UTC],"CycleTimeMeasurement.CycleTimeInfo"
479,1744381582764.643224,5396384
480,1744381582770.224416,5678920
481,1744381582775.665240,5359112
482,1744381582781.306584,5429896
483,1744381582786.730880,5639464
484,1744381582792.323176,5425184
485,1744381582797.703752,5599448
486,1744381582803.020832,5367368
487,1744381582808.506712,5536128
488,1744381582813.922224,5376544
489,1744381582819.592560,5312112
490,1744381582824.988168,5670064
491,1744381582830.689616,5395208
492,1744381582836.008752,5701216
493,1744381582841.392680,5320856
494,1744381582847.002824,5383184
495,1744381582852.408960,5613248
496,1744381582858.026056,5402688
497,1744381582863.480904,5618880
498,1744381582869.127680,5455008
499,1744381582874.495568,5647400
500,1744381582880.158392,5461592
501,1744381582885.579032,5568752
502,1744381582891.231256,5420840
503,1744381582896.651184,5665744
504,1744381582901.947216,5403336
505,1744381582907.562496,5298400
506,1744381582912.947240,5614968
507,1744381582918.301960,5387160
508,1744381582923.947848,5668800
509,1744381582929.338264,5331856
510,1744381582934.897432,5387704
511,1744381582940.178288,5558136
512,1744381582945.602112,5286024
513,1744381582951.224368,5643264
514,1744381582956.685488,5406536
515,1744381582962.226336,5670632
516,1744381582967.706392,5338400
517,1744381582973.389664,5464184
518,1744381582978.819200,5684904
519,1744381582984.366768,5431624
520,1744381582989.752272,5545968
521,1744381582995.378824,5387744
522,1744381583000.730360,5627240
523,1744381583006.029248,5346352
524,1744381583011.693640,5299920
525,1744381583017.037096,5665576
526,1744381583022.343264,5341400
527,1744381583027.919976,5308824
528,1744381583033.336368,5575784
529,1744381583038.959936,5413472
530,1744381583044.288880,5626344
531,1744381583049.975408,5335720
532,1744381583055.448288,5683432
533,1744381583061.095592,5468624
534,1744381583066.476088,5647112
535,1744381583071.917128,5384024
536,1744381583077.568336,5437144
537,1744381583082.943632,5651064
538,1744381583088.444800,5375096
539,1744381583093.842000,5502968
540,1744381583099.245600,5400328
541,1744381583104.855504,5626976
542,1744381583110.138208,5380768
543,1744381583115.712472,5284112
544,1744381583121.097776,5580544
545,1744381583126.402248,5378480
546,1744381583132.010560,5303776
547,1744381583137.427048,5611920
548,1744381583143.051536,5419080
549,1744381583148.400680,5619552
550,1744381583153.871704,5355896
551,1744381583159.512416,5685392
552,1744381583164.910888,5424056
553,1744381583170.455856,5392336
554,1744381583175.818664,5549688
555,1744381583181.435752,5361136
556,1744381583186.799376,5616152
557,1744381583192.087216,5362888
558,1744381583197.731024,5289432
559,1744381583203.082344,5647032
560,1744381583208.395432,5346512
561,1744381583213.962096,5313832
562,1744381583219.352936,5567208
563,1744381583224.974128,5388080
564,1744381583230.296160,5621264
565,1744381583235.981536,5325712
566,1744381583241.425880,5685000
567,1744381583246.849320,5447464
568,1744381583252.398000,5639816
569,1744381583257.810984,5328664
570,1744381583263.466224,5415976
571,1744381583268.848176,5650696
572,1744381583274.120864,5382392
573,1744381583279.681272,5488240
574,1744381583285.052960,5345264
575,1744381583290.697864,5371032
576,1744381583295.984600,5645192
577,1744381583301.353728,5288376
578,1744381583306.908496,5366720
579,1744381583312.222088,5554840
580,1744381583317.839520,5325800
581,1744381583323.280024,5607720
582,1744381583328.706688,5439936
583,1744381583334.237112,5643472
584,1744381583339.666872,5324848
585,1744381583345.294184,5420744
586,1744381583350.690168,5622328
587,1744381583356.252728,5396168
588,1744381583361.659832,5575224
589,1744381583367.017456,5395128
590,1744381583372.652720,5360488
591,1744381583377.913632,5631832
592,1744381583383.551560,5261800
593,1744381583388.919408,5639616
594,1744381583394.201512,5366560
595,1744381583399.802184,5282368
596,1744381583405.202784,5601928
597,1744381583410.908760,5403952
598,1744381583416.241056,5702640
599,1744381583421.697352,5342392
600,1744381583427.353304,5449576
601,1744381583432.792232,5651816
602,1744381583438.352440,5437248
603,1744381583443.817816,5568424
604,1744381583449.499952,5458608
605,1744381583454.845120,5685056
606,1744381583460.122816,5340304
607,1744381583465.720584,5279808
608,1744381583471.114136,5598712
609,1744381583476.716368,5391200
610,1744381583482.049072,5601288
611,1744381583487.447768,5335568
612,1744381583493.010328,5611088
613,1744381583498.355080,5348264
614,1744381583504.002208,5352640
615,1744381583509.470040,5647928
616,1744381583515.134584,5460096
617,1744381583520.430288,5664320
618,1744381583525.852976,5295352
619,1744381583531.495912,5640728
620,1744381583536.913464,5428040
621,1744381583542.455272,5413632
622,1744381583547.809792,5544672
623,1744381583553.410392,5352080
624,1744381583558.760736,5600432
625,1744381583564.073536,5349560
626,1744381583569.706024,5314280
627,1744381583575.064592,5632800
628,1744381583580.362848,5357376
629,1744381583585.945592,5298648
630,1744381583591.338704,5583072
631,1744381583596.984944,5392896
632,1744381583602.337696,5649592
633,1744381583607.771184,5356984
634,1744381583613.406192,5640768
635,1744381583618.828488,5419640
636,1744381583624.385096,5421688
637,1744381583629.807504,5558808
638,1744381583635.449672,5422688
639,1744381583640.786152,5640760
640,1744381583646.066136,5335240
641,1744381583651.663200,5286584
642,1744381583657.091320,5592168
643,1744381583662.697208,5431448
644,1744381583667.978928,5600752
645,1744381583673.353264,5284888
646,1744381583678.923872,5372288
647,1744381583684.283512,5570832
648,1744381583689.950072,5362760
649,1744381583695.370952,5666368
650,1744381583701.027072,5417560
651,1744381583706.365640,5659944
652,1744381583711.815728,5338424
653,1744381583717.454816,5446936
654,1744381583722.883320,5639336
655,1744381583728.434344,5431416
656,1744381583733.806968,5554920
657,1744381583739.166760,5366408
658,1744381583744.749304,5580496
659,1744381583750.080216,5359728
660,1744381583755.696512,5334376
661,1744381583761.072096,5615032
662,1744381583766.397968,5381352
663,1744381583771.991392,5319976
664,1744381583777.401832,5595664
665,1744381583783.022848,5407096
666,1744381583788.353520,5628808
667,1744381583794.059536,5332312
668,1744381583799.506704,5699568
669,1744381583805.150920,5452080
670,1744381583810.510568,5636648
671,1744381583815.965808,5449528
672,1744381583821.612896,5583288
673,1744381583826.959792,5429344
674,1744381583832.456264,5346200
675,1744381583837.822312,5499760
676,1744381583843.227544,5363400
677,1744381583848.812520,5417176
678,1744381583854.110888,5574792
679,1744381583859.713520,5296896
680,1744381583865.053688,5602008
681,1744381583870.379680,5338328
682,1744381583876.032816,5328664
683,1744381583881.499624,5657984
684,1744381583887.168968,5472640
685,1744381583892.521240,5658664
686,1744381583898.151720,5449040
687,1744381583903.592600,5535968
688,1744381583908.992656,5438840
689,1744381583914.509936,5617272
690,1744381583919.873256,5387872
691,1744381583925.455456,5275072
692,1744381583930.791488,5583040
693,1744381583936.111936,5334120
694,1744381583941.713456,5322200
695,1744381583947.048656,5600768
696,1744381583952.363392,5333960
697,1744381583957.978160,5321088
698,1744381583963.354240,5610536
699,1744381583969.019704,5373368
700,1744381583974.380368,5667352
701,1744381583980.042984,5363264
702,1744381583985.467312,5662008
703,1744381583990.875272,5422224
704,1744381583996.409656,5621928
705,1744381584001.835728,5325264
706,1744381584007.431448,5422200
707,1744381584012.763352,5595128
708,1744381584018.024512,5330656
709,1744381584023.614848,5263328
710,1744381584028.992936,5589520
711,1744381584034.296344,5376032
712,1744381584039.855304,5304624
713,1744381584045.229200,5560296
714,1744381584050.830624,5382296
715,1744381584056.139520,5590704
716,1744381584061.544792,5310288
717,1744381584067.232640,5405888
718,1744381584072.670304,5701816
719,1744381584078.250728,5422008
720,1744381584083.707704,5595136
721,1744381584089.391672,5443656
722,1744381584094.793128,5683096
723,1744381584100.333248,5400264
724,1744381584105.706376,5543744
725,1744381584111.096992,5370600
726,1744381584116.699768,5395160
727,1744381584122.028392,5597536
728,1744381584127.665256,5332488
729,1744381584133.055728,5642728
730,1744381584138.350896,5381104
731,1744381584143.952640,5295408
732,1744381584149.371120,5603328
733,1744381584155.023456,5416832
734,1744381584160.394616,5653576
735,1744381584166.060400,5372840
736,1744381584171.517728,5664112
737,1744381584177.208248,5466040
738,1744381584182.539248,5683136
739,1744381584187.933504,5409016
740,1744381584193.544408,5315304
741,1744381584198.910096,5613416
742,1744381584204.175648,5362976
743,1744381584209.760840,5485760
744,1744381584215.178552,5370136
745,1744381584220.781064,5411672
746,1744381584226.080656,5601560
747,1744381584231.436472,5301368
748,1744381584237.006704,5573304
749,1744381584242.351832,5352864
750,1744381584247.933320,5343912
751,1744381584253.387608,5582640
752,1744381584259.026528,5454032
753,1744381584264.382280,5642792
754,1744381584269.842328,5360240
755,1744381584275.487152,5670696
756,1744381584280.888032,5427880
757,1744381584286.455176,5398384
758,1744381584291.823832,5568024
759,1744381584297.169792,5366456
760,1744381584302.736864,5567744
761,1744381584308.034152,5346104
762,1744381584313.708120,5296856
763,1744381584319.039200,5675576
764,1744381584324.320568,5328736
765,1744381584329.902848,5283008
766,1744381584335.289912,5585080
767,1744381584340.903392,5382168
768,1744381584346.225448,5615440
769,1744381584351.708488,5334712
770,1744381584357.442160,5474184
771,1744381584362.880648,5736592
772,1744381584368.433616,5648592
773,1744381584373.870768,5341088
774,1744381584379.495720,5431424
775,1744381584384.848144,5628808
776,1744381584390.126920,5349704
777,1744381584395.708536,5279632
778,1744381584401.113040,5580552
779,1744381584406.686832,5403640
780,1744381584411.976648,5575528
781,1744381584417.353168,5290456
782,1744381584422.930728,5373648
783,1744381584428.251032,5577376
784,1744381584433.694624,5334152
785,1744381584439.360456,5647256
786,1744381584444.801784,5451008
787,1744381584450.379392,5668880
788,1744381584455.815504,5351664
789,1744381584461.464552,5434984
790,1744381584466.875696,5646984
791,1744381584472.386608,5410248
792,1744381584477.752824,5517912
793,1744381584483.143760,5361144
794,1744381584488.743640,5389928
795,1744381584494.075584,5599808
796,1744381584499.689912,5332224
797,1744381584505.047672,5617184
798,1744381584510.384440,5357248
799,1744381584515.994648,5335808
800,1744381584521.402336,5611088
801,1744381584527.055008,5407664
802,1744381584532.382144,5651160
803,1744381584538.057280,5328848
804,1744381584543.480776,5674504
805,1744381584548.925208,5423272
806,1744381584554.494328,5665080
807,1744381584559.946096,5444760
808,1744381584565.544488,5354656
809,1744381584570.898328,5597824
810,1744381584576.188136,5352560
811,1744381584581.790648,5504760
812,1744381584587.232792,5388720
813,1744381584592.802304,5450920
814,1744381584598.075064,5559480
815,1744381584603.435104,5275072
816,1744381584609.016424,5358136
817,1744381584614.348768,5582248
818,1744381584619.981768,5331360
819,1744381584625.403744,5635784
820,1744381584631.098032,5420344
821,1744381584636.439672,5696288
822,1744381584641.914232,5345056
823,1744381584647.578816,5684736
824,1744381584653.000936,5449456
825,1744381584658.493200,5421032
826,1744381584663.865712,5495464
827,1744381584669.454392,5369520
828,1744381584674.824960,5591376
829,1744381584680.127824,5366520
830,1744381584685.721448,5305768
831,1744381584691.065976,5592744
832,1744381584696.351792,5343360
833,1744381584701.946056,5286912
834,1744381584707.358984,5593512
835,1744381584712.988392,5412664
836,1744381584718.299952,5629440
837,1744381584723.738888,5313848
838,1744381584729.449184,5439088
839,1744381584734.921768,5710856
840,1744381584740.492456,5686928
841,1744381584745.920840,5364128
842,1744381584751.536784,5424376
843,1744381584756.891776,5609824
844,1744381584762.173408,5352968
845,1744381584767.778624,5283848
846,1744381584773.193608,5608480
847,1744381584778.775624,5410408
848,1744381584784.046792,5582192
849,1744381584789.420888,5270736
850,1744381584795.010688,5373792
851,1744381584800.336488,5589760
852,1744381584805.994984,5333744
853,1744381584811.407272,5655440
854,1744381584817.031224,5408528
855,1744381584822.371168,5625568
856,1744381584827.793992,5343528
857,1744381584833.499704,5418400
858,1744381584838.930872,5708464
859,1744381584844.464808,5427208
860,1744381584849.821648,5541040
861,1744381584855.192216,5351560
862,1744381584860.797496,5369224
863,1744381584866.110432,5603008
864,1744381584871.696064,5315000
865,1744381584877.040888,5585688
866,1744381584882.330584,5343464
867,1744381584887.928288,5293848
868,1744381584893.327752,5597392
869,1744381584898.962624,5397224
870,1744381584904.306368,5639376
871,1744381584909.743128,5345456
872,1744381584915.403608,5432048
873,1744381584920.851008,5659720
874,1744381584926.444416,5446192
875,1744381584931.874080,5599096
876,1744381584937.489504,5433528
877,1744381584942.862168,5613312
878,1744381584948.160600,5364904
879,1744381584953.799584,5305896
880,1744381584959.197232,5633392
881,1744381584964.782048,5396160
882,1744381584970.058952,5583616
883,1744381584975.442568,5278376
884,1744381584981.040416,5388232
885,1744381584986.366704,5592720
886,1744381584992.002696,5328152
887,1744381584997.420632,5641608
888,1744381585003.055376,5411128
889,1744381585008.380064,5637840
890,1744381585013.841344,5325552
891,1744381585019.516576,5458080
892,1744381585025.018128,5686024
893,1744381585030.508304,5490056
894,1744381585035.886248,5584816
895,1744381585041.472584,5283576
896,1744381585046.888424,5586784
897,1744381585052.178720,5414888
898,1744381585057.767320,5295544
899,1744381585063.119232,5588288
900,1744381585068.414808,5345768
901,1744381585074.028120,5299240
902,1744381585079.433664,5611616
903,1744381585085.085384,5405560
904,1744381585090.415016,5652624
905,1744381585095.837112,5329416
906,1744381585101.488912,5642200
907,1744381585106.962976,5443064
908,1744381585112.529944,5681136
909,1744381585117.920144,5436392
910,1744381585123.518936,5301040
911,1744381585128.849904,5600824
912,1744381585134.122904,5328160
913,1744381585139.751640,5274120
914,1744381585145.116568,5623464
915,1744381585150.401424,5368296
916,1744381585155.982208,5573048
917,1744381585161.357920,5294152
918,1744381585166.989896,5376000
919,1744381585172.335072,5630824
920,1744381585177.964800,5354600
921,1744381585183.399352,5626336
922,1744381585189.081256,5430256
923,1744381585194.488816,5683920
924,1744381585199.919376,5410136
925,1744381585205.554256,5649112
926,1744381585210.943440,5411416
927,1744381585216.450088,5388512
928,1744381585221.817608,5512456
929,1744381585227.176504,5362432
930,1744381585232.802032,5357904
931,1744381585238.098712,5626016
932,1744381585243.695512,5296656
933,1744381585249.040192,5597408
934,1744381585254.360984,5344400
935,1744381585259.982440,5322608
936,1744381585265.384960,5621744
937,1744381585271.023224,5398744
938,1744381585276.370040,5640592
939,1744381585281.819048,5351480
940,1744381585287.519576,5663904
941,1744381585292.928128,5487352
942,1744381585298.449496,5620128
943,1744381585303.838280,5310064
944,1744381585309.423320,5382200
945,1744381585314.763992,5584552
946,1744381585320.044272,5340936
947,1744381585325.679736,5281160
948,1744381585331.035072,5635328
949,1744381585336.322072,5352312
950,1744381585341.915336,5293776
951,1744381585347.314576,5588520
952,1744381585352.962600,5406360
953,1744381585358.302088,5639504
954,1744381585363.953496,5350464
955,1744381585369.385928,5648072
956,1744381585374.798104,5426320
957,1744381585380.347304,5630672
958,1744381585385.757160,5331696
959,1744381585391.391064,5408040
960,1744381585396.808136,5634384
961,1744381585402.092136,5416648
962,1744381585407.694336,5504512
963,1744381585413.048952,5383976
964,1744381585418.718200,5351792
965,1744381585424.030392,5668720
966,1744381585429.641416,5314808
967,1744381585434.994592,5610856
